hour,day_of_week,zone_type,traffic_density,nearby_events,temperature,wind_speed,noise_db
23,Monday,commercial,39.85996627184558,0,30.158632637115293,25.78479869666935,64.75086729799833
22,Wednesday,residential,27.073373242173247,3,20.01460075208101,9.33470150192427,75.55715355744908
7,Thursday,commercial,99.93351228311154,3,23.597346081309162,0.04350949773381463,101.86682694025042
21,Thursday,park,30.835507063231027,1,36.1310525960208,7.024774351690748,60.2287191259491
14,Saturday,commercial,88.44965347938634,3,17.196404608162865,2.685019226865194,97.43406947298557
4,Wednesday,industrial,67.62337350404775,1,36.44826634171334,2.771547209887324,84.93098051919107
2,Tuesday,transport,34.09164091920904,3,27.09225065661964,20.785072024277746,73.93302080232102
18,Sunday,industrial,54.353437837412365,4,35.92868578312793,6.419290069171945,109.67348158328497
0,Monday,commercial,84.05358799491938,2,22.950160484860007,28.042270889309474,76.61380588862302
14,Saturday,residential,88.33682980309119,1,23.47107378957552,15.493336397739121,81.8891915282725
7,Tuesday,park,16.03938750061452,1,33.79012170807857,13.802947738647557,57.847893004560184
1,Friday,transport,33.95731412081696,0,34.62490433480551,13.02850554660455,67.18222832354303
2,Sunday,residential,33.522318021357165,4,20.741116949753668,20.777629190148954,63.915930974491324
23,Thursday,residential,4.204479607594469,0,39.321783120547636,13.567882875708253,41.51483366504831
13,Friday,industrial,59.823775985189656,4,17.112252606120723,3.858010686755755,106.00430988179212
23,Thursday,commercial,85.4820052992188,4,16.71257407755327,26.405165419222698,87.99990252795254
13,Thursday,industrial,38.15743878255178,3,29.887605382152568,12.851860467769761,98.59532842581847
10,Friday,commercial,74.0035944984177,0,33.06851919429054,2.220137270985074,85.53231345709564
15,Sunday,industrial,62.77004136007399,2,39.02215323062435,15.880979624932833,98.5020397097006
3,Friday,residential,37.56487354930008,4,25.12364451997154,19.4204057536711,65.33776101008459
19,Tuesday,park,14.105979949229708,4,15.632285224740828,8.267473924732757,70.94881361389247
4,Saturday,commercial,70.93238527759674,1,30.072408486160175,24.01021223021527,72.37697019007096
21,Saturday,transport,85.45651689412405,3,22.242400514969297,20.09327538112091,105.36050273369548
20,Friday,transport,68.58544924014919,2,25.823678029885055,19.510235077933004,95.4403537883055
13,Tuesday,residential,1.7878484034818065,4,27.21173705624838,12.624748586033826,69.20065188832153
22,Saturday,industrial,21.623289439099125,1,16.612815268450845,28.857459042338633,79.56316221214267
15,Tuesday,industrial,6.947998488353191,0,27.14954461410257,8.22567503847743,76.04722852603587
17,Tuesday,residential,57.038609957622675,4,25.65799167010787,17.331165030463577,82.38895607602144
6,Thursday,transport,75.64776788404124,1,32.813606632164834,9.271654724178527,79.6672684436526
9,Saturday,transport,11.057918706865944,0,31.141647780308617,22.34414258914662,65.70072992211529
6,Saturday,industrial,83.83378205933852,3,19.630392953764026,1.4337445161036433,100.22347750049967
0,Thursday,commercial,55.55089783954832,0,20.153472955259925,1.376816036251477,59.18268279763637
22,Friday,park,68.9969012141725,4,21.275154469359332,24.32582908556374,84.1276903742574
20,Thursday,commercial,97.14018486086462,2,19.47376100742943,13.028044831910131,96.26029912606148
18,Saturday,transport,8.368098824769731,0,31.43032999171168,10.235401638010671,68.77629023830056
15,Saturday,commercial,90.12240229777892,2,39.86075448000676,18.225805865260153,98.45078922460095
18,Sunday,park,12.610269598740931,2,31.302708512898416,21.056980316069208,61.856821906220894
3,Friday,commercial,39.29588066366823,0,30.16703865478228,6.036040405332198,58.562337063810396
17,Thursday,commercial,85.14386963311144,3,25.248198333776813,5.562937242141946,96.21899721804573
1,Monday,commercial,90.62542367378683,0,22.814506471494017,28.744522432796444,73.30292743060583
0,Monday,commercial,50.63716735451453,1,37.77684392266198,17.68992919153708,68.83527134061565
14,Friday,residential,59.410463827542515,2,39.22504685355382,11.703494318828044,75.68155417261168
4,Thursday,transport,70.81473345985572,4,27.419404389693195,24.043250840085193,92.1105566223669
19,Thursday,park,83.27586684527142,2,22.255012387663935,15.754768763337516,77.52140962852408
10,Tuesday,transport,12.151116953766616,4,34.253055191744195,7.249884311237441,87.27073756808099
9,Saturday,residential,81.00693082292277,1,18.31141977167196,6.202059169247215,86.93610328722555
1,Wednesday,residential,48.127615051161676,1,34.13970594109204,11.905777985094652,57.64474710914109
2,Sunday,residential,45.0623425108169,1,35.47370935778346,25.79687580779639,51.14761283263465
22,Friday,residential,42.389975199699826,0,18.122598615679184,1.8434374813277676,68.91719860393067
22,Wednesday,commercial,50.92115852460426,2,39.421536719914094,6.555780022642894,85.53739331857146
11,Wednesday,transport,94.50505533946036,4,39.63780725971196,26.794554565577744,110.0
19,Friday,industrial,54.82037727921516,1,38.41798698318378,3.6520370690775152,99.20424775413272
4,Thursday,park,95.31775382631392,1,27.40087023515661,18.88877154792505,66.75004992075216
4,Friday,residential,18.029013061564058,4,21.151853556920713,6.405341043630753,58.949001152967206
5,Wednesday,transport,72.41359788326332,2,29.550232022047823,18.17600542535665,80.7379264981841
8,Saturday,residential,81.22395386087472,2,25.498345961785894,11.493125005326963,84.52533887455941
1,Sunday,residential,67.91288313348619,4,20.14871611792993,3.050306892929756,75.74343496236901
20,Sunday,residential,60.692228022654035,3,25.59191024044619,17.47425202662319,82.61665070293327
11,Saturday,residential,56.48127810861823,2,31.597245891939764,20.49128241253758,78.8007619106296
2,Saturday,residential,86.0930482578696,4,16.772832769649778,20.408178568974083,80.83125038656942
19,Thursday,park,82.16465971645,4,23.335450036150412,19.111032272181287,91.53998831546316
21,Monday,transport,12.228872118059952,1,15.44487225032063,15.006743428066374,73.20118246409399
11,Friday,residential,84.85876570308781,4,33.73738763654189,15.58417850577977,90.98294954247461
23,Sunday,residential,41.40686194404425,0,31.01728169041752,19.06920329423879,56.796284768336456
16,Saturday,residential,25.369682999581077,1,16.566803367549145,20.70778085239923,71.58839112594426
9,Friday,residential,86.97685680139259,1,39.1184389900492,19.646302164941552,83.30719014664191
23,Sunday,commercial,43.20247996337416,2,15.565538928177517,17.608366947403553,69.77474539544812
13,Saturday,commercial,80.83646901768167,3,29.749016161902215,4.675169544123552,99.30449677798684
22,Sunday,industrial,26.34036119558445,2,34.40918654497639,6.318496154785853,89.6049637969818
16,Thursday,residential,0.3929321422217802,0,34.697407826118074,7.80672063106045,55.8606450909782
17,Monday,industrial,49.545919290294435,1,15.857128389830095,27.589849712625067,96.95834794984535
18,Monday,park,10.022825664288426,1,37.66037831601098,22.781852753908996,50.60461853095809
16,Saturday,industrial,75.43759555249096,4,37.96129179817805,16.58600458610635,107.66552479691582
13,Sunday,transport,27.607513606941037,3,29.034759328859316,7.561707856321405,89.19847192051371
8,Thursday,commercial,44.364564660347874,3,27.052079972178653,3.3267456973251353,85.82067771664028
7,Tuesday,commercial,8.703356509155425,4,16.121686576564997,26.962776779399242,80.47041721204718
1,Friday,residential,28.665924844725264,0,29.048853562746714,26.779980474687513,51.85949316820915
12,Friday,residential,78.1490243258572,3,25.23447704425577,3.320867870870746,92.24509459607856
6,Wednesday,park,15.158791190231947,1,34.3201601852164,23.916499982894884,43.37997710490196
8,Thursday,park,64.71595611269574,0,25.097089172152195,13.39935207929738,73.88329692466041
21,Sunday,transport,91.74258528045011,2,32.089520833117746,9.719007984916203,103.94836547875643
21,Wednesday,residential,67.98367597577203,2,17.53520365593827,22.173136086261216,80.48450077257836
10,Saturday,residential,81.10216892922269,0,18.323806769149172,18.429886231821918,74.70130011433335
13,Sunday,park,10.89716293039158,1,18.49275476622896,23.40090322780012,53.25928040583039
3,Wednesday,park,25.073182600205445,2,16.138137494993586,2.2298658189881126,48.536102662813505
12,Monday,park,89.4538852240591,1,28.533221481745095,9.557610598723693,79.91311421478503
1,Friday,commercial,71.51056136180893,4,34.8491931510909,9.579505512502072,84.14149411730438
22,Sunday,industrial,63.95538263773112,3,30.260280092341652,9.892592768632966,108.69609595113859
4,Wednesday,industrial,66.37667361217,0,29.373872138821405,15.074396179314164,82.16638557790962
10,Monday,residential,41.420055430464345,3,32.01559821006841,8.490414092428422,78.83941490119813
5,Thursday,commercial,4.455663161765322,4,23.49113307680037,13.331508302625592,68.8206336959963
17,Wednesday,park,78.4441542070729,2,24.04885179120572,11.033327793462474,78.46390669964941
20,Saturday,residential,67.87132362153538,1,22.856752455523065,22.058881440615338,76.83466767231562
9,Saturday,commercial,47.28044641127247,1,32.802723321339386,18.105023870251504,85.85150221019401
3,Saturday,transport,89.97596153682575,4,19.041008391769356,19.608882969519463,95.45028790182543
8,Sunday,commercial,33.615966498509884,0,15.32563200782311,6.317516822479333,74.95175131309371
5,Friday,residential,29.43217442312359,3,29.90491116806231,9.765064959806681,57.647974275060676
1,Wednesday,industrial,87.27963250794429,2,38.55953411835513,0.6349634283622285,91.66798073785512
16,Thursday,park,79.69876547589855,0,30.235197924907617,3.251241218795097,73.60663971851127
4,Wednesday,transport,51.49798106483448,4,34.573041323522375,7.95162695966662,82.44101510146427
5,Friday,commercial,13.073473945784997,4,31.819767736650753,1.9639116390606315,65.02967739414163
11,Monday,residential,21.507147146505247,1,27.43591633807541,18.078972010641074,66.11837872149941
22,Friday,residential,65.62279904088066,2,32.95981004459615,29.94390347771476,82.92646467122603
20,Saturday,park,38.50412378404117,0,35.60260309638055,3.0244564219616556,59.85718178377824
9,Sunday,residential,83.64731916659713,1,20.61829110429245,24.636906380077953,85.80205778617702
21,Monday,residential,94.99550093322041,2,23.40326201207864,3.564487417954415,85.68453472676653
20,Sunday,park,80.56369252749182,3,20.593143312582097,20.09742056389308,84.68037969849615
5,Saturday,transport,37.754542299555716,3,26.304323889761026,19.294728091770516,76.98761787599307
7,Tuesday,industrial,78.8686429231424,1,37.126613772916684,27.08150804433598,101.40940122791709
1,Friday,industrial,35.14416734706835,0,23.630177520883308,3.418368410415371,70.71541874818227
11,Friday,commercial,16.71000877656339,2,24.361672228263835,9.463333982456934,75.3125898774891
12,Thursday,transport,3.3393204865857395,3,36.509180866798296,2.723392810640571,78.47884113074872
20,Wednesday,commercial,38.571671276102,3,27.88435826861688,12.221499774133015,85.57301908799049
6,Monday,industrial,90.35593036972818,0,28.386224991185863,27.347795206723344,85.4678811732484
9,Sunday,park,23.89865877556765,1,36.52003008330532,23.445694531855683,63.588198919789775
12,Monday,residential,20.6513164929784,4,27.26316842563683,21.687003013359575,66.88776833333448
16,Thursday,industrial,96.98207852410403,2,32.03893836573488,15.990825145881061,109.69089535356106
20,Thursday,transport,2.500411285059212,3,17.14111664685152,26.504572270065687,74.04783790938413
13,Sunday,industrial,78.57821503937544,4,19.465792828172134,13.48325394723985,107.38191561883424
1,Wednesday,transport,32.13699557408704,0,25.10940501790614,4.4905700130191475,62.91067162962942
21,Sunday,transport,3.7487956869659333,1,27.37097669549687,25.127556693623376,78.14340085543667
10,Sunday,transport,91.78025402095837,2,39.14334253090574,8.389149841551806,106.9951195043675
0,Saturday,commercial,13.96423302095836,0,39.26629082619475,1.6090062307334418,54.40734717131514
18,Wednesday,park,55.17792837256954,1,36.27992718696904,3.7811409200637414,69.74496651840039
20,Friday,industrial,27.405420742954778,0,22.889970882139362,18.271767485824448,86.33409087102812
3,Saturday,park,6.519280218469103,3,39.10070727081099,18.212458917635175,49.34984776211343
18,Tuesday,residential,4.992248566337909,3,32.233521616905314,7.805495132461035,63.77328268116057
20,Wednesday,industrial,11.555669883633879,4,24.82350319543501,21.81540443837937,92.48498648779217
10,Thursday,park,7.136701388938005,0,32.541872924619156,23.209204661986032,49.27166464897588
7,Saturday,park,76.05581155199229,3,15.413068244663165,27.615078784008546,80.64834568940458
10,Wednesday,residential,48.556620228342915,1,18.65386705685534,17.54812496034711,74.349597262961
3,Monday,transport,34.289209134897966,4,35.74214278890919,23.382700924427187,75.3136635889351
16,Sunday,industrial,41.83689101320071,2,31.13934092182928,22.592990393149012,92.48609610257967
6,Tuesday,industrial,92.89467355726234,0,24.1048675322971,7.734271454015786,82.89219331165384
7,Friday,residential,91.07518127381472,3,27.51666600556797,9.306777838129781,92.67501734501366
2,Sunday,transport,71.56764801225769,1,37.628553741144174,14.354471872586142,76.82261377146506
21,Monday,industrial,88.46823774216878,0,30.789452736977164,0.5711690258774549,99.07707544118632
1,Monday,industrial,31.964802758762477,1,24.953732098358255,8.921933194731706,76.65514935794421
22,Tuesday,industrial,38.110932600828285,4,18.008166434938374,14.21648620032714,96.37127044848467
14,Friday,transport,61.371218185422805,3,22.343670040639026,3.242078858434312,99.66882511706257
23,Thursday,residential,62.36259472972642,3,39.458505819914585,3.788276633253763,71.00646345508896
21,Saturday,industrial,48.169983801234096,4,25.934076571294437,13.897102072120234,104.20289063019816
21,Friday,park,40.06578484379533,1,26.795986596121523,21.928950947577935,64.27226165844034
4,Wednesday,transport,98.6180311608695,0,27.464950809925384,25.012467927620495,83.30382215002585
23,Monday,commercial,82.11236261177244,1,37.102600573705274,16.389416925142456,74.89375960011729
0,Wednesday,residential,43.49801978880452,0,30.098207109632746,14.242469626401933,47.76488374329738
3,Thursday,park,72.72924772395685,4,32.34192591129805,11.528417053792657,71.13545862143381
14,Wednesday,industrial,26.95616932524595,2,24.735338563727602,5.7884697731281864,91.11843279317335
19,Friday,commercial,10.016932623732988,0,15.727190464724359,4.396860084430942,69.43600484311393
18,Wednesday,residential,35.24310255527406,3,38.27432285607111,23.756893549854244,66.0585423180934
2,Thursday,transport,40.29728001233942,3,38.728192022910164,13.950198966370085,75.55754289146046
19,Thursday,commercial,1.6537124560670802,3,38.72882633370128,23.70960736439264,76.38472316539071
10,Thursday,commercial,81.47920016358961,1,38.592177166167914,21.122491077018893,96.30341941183637
16,Friday,park,35.91934023891815,1,35.38104852673902,5.816877431501365,64.6725458972611
12,Thursday,residential,58.0418165780147,1,32.11490125290817,15.309217926336773,75.99422252171026
10,Monday,park,7.396318727095597,3,36.11274795668214,13.32049891268042,59.18236798503203
1,Sunday,park,17.499682875058397,0,30.013655975025905,12.716205182720902,41.38557163797441
8,Thursday,industrial,88.969372532756,3,18.35924034730059,16.277131476114416,109.98031249317435
1,Wednesday,transport,60.86875278828008,0,24.780454126035526,29.46245703226314,71.07252978457619
20,Saturday,commercial,95.02840501704856,1,39.28237279932344,24.387017930122358,93.03624561588529
8,Wednesday,residential,99.87500343913169,2,23.77844533989141,27.111372948911747,88.12535325605127
8,Saturday,transport,37.18601153330944,1,36.695697843284236,0.8891874952811263,85.1305653391036
7,Wednesday,transport,29.880306408327463,4,17.33028676937174,4.210091003775178,86.80045953383613
16,Friday,residential,85.83560551590968,0,23.35459605938674,2.5429098067369047,79.86835834200106
0,Wednesday,transport,99.86114270374541,2,23.77383311818449,7.8969301519582995,94.8817707991978
10,Friday,industrial,62.96412342324573,1,16.290063577724503,13.256774758999514,92.58688183431508
7,Friday,transport,79.51407225115223,2,17.977358254668875,19.261597429676687,101.20199494358229
9,Thursday,industrial,78.17458588152745,3,19.829130278044275,15.02493798859806,109.09391420731914
6,Monday,commercial,35.533970821954696,0,35.945389770252824,27.095517447394194,59.78631588667804
2,Saturday,commercial,57.42703802570872,4,16.58504974849516,28.195678766815913,81.0945169673073
2,Thursday,park,83.30569412642136,3,22.46752253360968,4.905628535923768,68.4275956934076
17,Thursday,industrial,68.81138762610554,2,15.254375064731688,25.58738760794355,104.02924671794867
4,Sunday,commercial,2.116381398203826,1,32.39069363507562,14.45166612039903,50.430664100638985
11,Friday,transport,33.67056688975335,0,30.507577251084495,13.59988413952153,85.76831914526505
11,Friday,residential,14.447569659460536,4,31.124556551328546,23.548180454537043,75.64602265724483
18,Saturday,residential,23.297221207803908,1,24.359569617865468,2.7942152713462978,58.3000165178387
5,Wednesday,industrial,90.54894774913257,4,20.206695531689228,26.474793822574398,102.68195908464233
1,Wednesday,park,3.689328891076815,0,33.00800533215083,20.12590063642844,34.37573850838485
11,Thursday,transport,21.980071196192373,2,35.27794681851738,26.257848229739935,86.89155081832534
18,Tuesday,industrial,30.956935223823145,4,18.465037452455043,29.834327331228685,99.31368907544837
4,Tuesday,residential,61.68840719663948,0,27.170735698435536,15.5401335707176,55.24502036184288
11,Wednesday,industrial,53.41016900858655,4,21.217892049471562,2.7978659372678694,104.74830663389487
16,Tuesday,transport,21.82694828533861,1,19.202671530153342,4.995715887926595,77.44555552899278
16,Sunday,commercial,16.424106722315447,4,33.35813283737498,9.708547276629298,83.54134710846938
9,Wednesday,transport,23.679803459611882,1,28.452423386820925,3.106588264041287,80.24204846822155
22,Friday,commercial,50.25296267016556,1,20.404633309466696,24.460254784133095,80.88741846876545
16,Thursday,commercial,27.117778571120343,0,22.750000280288628,8.906035530983054,69.12438972990859
14,Monday,commercial,94.76025016077222,3,39.16634178319356,29.276585640595957,103.11829309766802
11,Thursday,industrial,46.38652214288476,4,36.216989117713915,21.07774295795567,102.3081738621521
15,Wednesday,residential,5.879601654463706,2,36.998668571828205,5.202911107666729,62.29034082770516
23,Sunday,industrial,72.92664058366334,1,26.5003024270177,14.281279408318209,82.55561726824443
18,Wednesday,residential,32.884528820898964,3,30.595181598021874,14.006526648999634,72.41571637452114
7,Thursday,transport,65.34889320582475,1,24.41919350511029,14.775349750009015,89.31598066398693
20,Sunday,park,27.9594370523232,3,16.942799392222263,16.070735119288067,69.59613973558997
16,Sunday,transport,57.07437417333199,3,25.026732766419563,0.9351924695319258,89.64431899713205
22,Sunday,industrial,77.21525048074646,2,29.849518830178617,20.589033772308703,107.01974967923012
4,Saturday,industrial,92.8008741774554,3,22.178606769203284,14.615753258653298,96.61244934172427
21,Wednesday,residential,26.112714443307706,2,36.198764368185394,23.728961966060968,70.39873856818313
15,Tuesday,industrial,33.485695099898116,0,18.777503979364965,24.460487197812917,86.90497690216851
5,Tuesday,commercial,46.42664202859397,1,24.178227235922996,6.916053659751523,67.27986821247094
7,Wednesday,industrial,92.71748377359889,2,18.122597633105073,1.452688392803334,107.64515757210611
17,Wednesday,residential,90.13868568106571,1,25.120803349630634,21.097015683369676,88.36000469071958
11,Saturday,residential,8.987828010063803,4,15.991532624356761,29.33288365391623,64.55039059647206
14,Tuesday,commercial,13.192982575381084,0,21.813734876541137,13.399739597427033,72.86327307255058
8,Wednesday,residential,49.55091773306383,4,25.01838137784209,7.788384287807873,78.4952991576693
12,Wednesday,park,10.661927280542349,4,26.95413408191729,4.700156837504429,64.22175452564089
14,Saturday,transport,34.55808733486975,3,28.592408961878547,8.623367921717552,93.66136403916504
9,Saturday,industrial,14.838537821747765,3,21.874778244747972,9.837586541143494,95.13995527526133
15,Thursday,park,63.604035513188585,4,28.076033365371806,12.716242303033935,81.62712392959315
6,Saturday,industrial,94.94954317391617,3,27.725115539051494,19.662213696437593,93.42104664970009
16,Monday,park,99.67337702943814,1,22.90445127190521,8.194891682406812,85.46378637491749
22,Tuesday,industrial,37.52411324969148,3,35.755008266411956,1.529302904060279,95.14014614615893
20,Thursday,commercial,59.901263711461226,4,28.641028164839128,11.198358347181587,91.78426911461192
21,Monday,residential,85.62676535240813,3,23.306742968663624,25.66888848477227,90.34554024679373
6,Wednesday,residential,11.746207279638398,3,38.68346280201941,14.950545325556513,48.59464367792468
13,Wednesday,commercial,68.9564411051965,2,36.12781032677903,28.943512732362294,92.27207357321561
14,Thursday,park,40.88436617250682,2,39.56469528879502,15.108645932661952,65.50457931927961
20,Saturday,transport,20.614616028016407,4,32.30584686613552,8.276964507655434,82.28042249213276
6,Sunday,park,40.2753618747442,1,24.455572637651173,5.799419917356437,45.09743671952179
8,Sunday,residential,7.596028696491686,0,22.02151666697531,20.835734903567293,55.456016066034444
18,Wednesday,transport,69.54071485893057,0,31.582946091862024,16.091438573323092,92.36781826818685
15,Sunday,industrial,25.27426687484531,4,39.52041456238259,18.119967869863245,98.34448806932426
7,Friday,transport,31.1405645044878,1,30.66787700259622,22.653803680023934,86.62486842881114
17,Thursday,park,12.108129824146275,1,37.04037352474596,21.77710392794679,52.09644700791883
22,Monday,commercial,86.46591138898917,1,23.227585776194218,1.3008990050468094,93.26617850339258
17,Thursday,industrial,49.34442792827386,2,25.17384456185639,24.077157158850845,93.97262245714725
19,Tuesday,park,57.21468777864003,4,37.656880989733835,15.981099211551342,78.84544356215356
6,Saturday,industrial,56.94326830948546,0,33.92166754894547,11.751255924443178,81.31436597191959
2,Saturday,transport,41.04931145413418,1,39.53525800919765,16.12558278804211,70.79824940680219
17,Thursday,residential,19.25299154381395,4,34.36910524330605,18.37354345371975,75.37919834474283
9,Wednesday,park,74.51327484983999,0,26.212892680455795,4.4851892962139095,78.98839231387741
6,Wednesday,commercial,12.705626535767433,2,28.276700495559076,12.52246185979335,55.11711338781552
16,Friday,transport,10.38737902788105,3,37.51288731157842,10.067586305645515,80.69138993972584
13,Friday,park,71.01450375965034,0,28.7911684024512,10.512268344541152,73.01802959822983
23,Saturday,commercial,20.883702045198383,0,21.38493435411113,2.740048152219247,57.06476494553299
2,Friday,park,30.67727513528323,0,25.890495319248735,4.795304640006912,47.34915962522502
11,Monday,transport,47.522746700174025,3,27.90789972122795,4.854962027586641,92.1054143504678
12,Friday,park,44.93513167295462,1,17.41799583877824,11.196742296649433,67.09852241288627
1,Monday,industrial,70.85791250649991,3,33.59406685632226,26.834746346243747,87.98870868971687
2,Friday,transport,62.3431793443361,0,17.733848333874324,6.18082115762828,76.89454419553448
4,Saturday,park,64.43961622818657,2,25.12294283422014,12.485775230244137,60.45816307083032
10,Saturday,residential,71.40543306554574,0,35.11556103851011,9.348282458974136,80.6329407006115
7,Monday,park,29.261272742346534,2,26.689259040332423,23.621499376540143,69.01159500974053
22,Thursday,industrial,32.233331180047365,4,36.0503879929627,1.5037929696244845,92.82514462769718
22,Saturday,commercial,43.799774789555414,2,23.547033051402874,5.896301866076712,88.83480534195266
11,Thursday,commercial,30.74621730335261,0,38.94090734996088,6.3192462706438315,77.01712475198632
6,Wednesday,commercial,98.49378689708634,3,20.23671079513089,29.788884009396938,88.07846504887725
14,Monday,residential,81.40519264214296,0,15.956603624732534,17.123250538989108,81.9452403128387
23,Sunday,industrial,16.465468825602958,0,36.81066357476047,4.168747931505546,63.4159794246001
16,Saturday,transport,0.5594155881869511,4,33.80506789876021,8.165974178296963,86.25096146943586
3,Tuesday,commercial,4.278326824726786,1,20.79959592668432,5.034662823687728,54.58105212899671
21,Wednesday,industrial,24.406345104292527,0,39.61854017841685,3.7381370885834397,84.9857662669058
12,Thursday,park,11.429128583685655,4,27.557003231713196,23.915460852236777,63.536175709605594
17,Saturday,residential,53.33381148925721,3,38.77663600360408,14.872578859810645,80.84526745877565
0,Monday,industrial,85.79952227273586,4,27.625719284674982,18.936304105463442,100.3976896526218
15,Sunday,industrial,73.67502209132275,4,26.796864669282275,9.937537409759882,110.0
12,Friday,transport,21.560906308219042,2,26.228463428611626,16.610852582019884,84.15246813164096
9,Sunday,industrial,39.929925602578585,1,23.371881903323754,7.727070975710913,87.69973886759777
11,Tuesday,transport,50.78942095312776,1,28.34253742941379,9.241088247847046,89.15043848148619
1,Thursday,residential,81.02058495033356,3,26.313866548714195,19.56713833100199,71.04239477799987
22,Wednesday,residential,83.91216031061649,4,15.918671915588853,4.510503777576908,92.118562641898
2,Sunday,park,90.97183119077759,3,21.510880835587564,18.516655775023857,69.81274988539008
9,Monday,transport,50.924525050287514,3,20.32807000263896,25.567044492693817,93.66347807404179
1,Tuesday,transport,69.4274746435863,1,36.685890058026665,3.612696785423072,73.57336238418816
22,Monday,commercial,11.180037123393715,1,29.971749430671036,26.92383841709937,71.43340940586515
12,Saturday,commercial,56.52889599539821,1,34.09207751124319,2.3833704089668495,84.63607937519521
12,Friday,park,24.869180947113513,0,38.920650943732014,10.467276808676191,52.91459020469617
17,Wednesday,residential,43.17168850266111,4,31.10098181316025,18.315279457139837,80.97530438721624
2,Monday,commercial,63.40505083067194,3,39.56524978511861,16.782442803556105,80.49958401808681
6,Thursday,industrial,25.698593785378108,4,22.794101291303242,2.891732174833004,80.65540034846143
13,Saturday,residential,5.218505779676108,3,19.656679557822347,23.967395033575592,67.92260448262101
19,Saturday,industrial,1.0233856408757513,3,25.082747199822787,29.194598794357585,82.7260718872912
16,Wednesday,transport,2.2159535544521547,3,26.7699853733952,5.436848675513103,79.02643852816938
20,Saturday,residential,0.8349737513769662,3,37.384038571314626,26.853929094463883,64.47301862915468
11,Thursday,park,11.035505655787547,2,28.998510975916908,16.704283263352515,59.74862278022012
15,Monday,transport,23.948871457012988,2,22.304524985450424,28.07801313735982,76.13564586367592
23,Wednesday,transport,22.12215141822992,0,33.56585707168802,5.282578752502833,58.873988534213986
11,Saturday,industrial,98.67965941798967,1,27.645798428476773,23.760641795382735,110.0
14,Saturday,transport,30.60061052089432,3,19.053298631879255,1.793447263359934,85.83318295671967
9,Thursday,commercial,12.74207833593991,4,29.420494689781304,26.495893404081794,80.08186699225979
6,Friday,residential,54.55625441677579,2,37.7848634201821,20.22478266598901,62.210489555415165
19,Friday,commercial,85.79574553975084,1,36.065565436895504,11.107643517672901,89.71766960801347
4,Sunday,industrial,67.80603767876752,0,29.670249315883275,5.714004704935505,85.08230386672392
0,Saturday,industrial,29.60820891354503,1,24.427079347124703,24.495992957016142,71.7885333957535
16,Monday,residential,56.161615979145495,3,17.17446877660528,18.097239641844347,78.27910206198212
2,Wednesday,transport,71.48559742004092,1,26.741223083290592,10.81247558844004,81.39104871388858
12,Saturday,park,72.81044923677423,3,33.80198593823948,13.315074744075488,79.95296273205172
13,Tuesday,industrial,66.65384552976889,2,24.006842993325265,24.796279682171296,101.17248151169503
23,Wednesday,residential,87.0810424775618,2,20.88617063879161,10.167815800706032,76.35087866777215
17,Sunday,park,87.01054583441044,3,38.28449298177384,2.688980343297861,83.47958330267127
3,Friday,transport,57.89365594070033,4,35.53889251144981,27.338465166104182,87.79645176116807
17,Saturday,industrial,42.985636911121226,2,30.956890485503617,11.620312189741037,92.8690996706726
4,Thursday,residential,64.15702955650998,4,18.419583598012984,10.451625333456406,71.45186957186819
15,Tuesday,residential,81.82120013704632,3,18.622721010154326,6.1319885662781815,89.45574840032144
0,Saturday,residential,0.5652104841184724,3,17.580489786394473,26.922677136850368,48.135721302676565
20,Sunday,industrial,99.19970090148512,2,30.407416672318583,6.525160010635016,107.70970146605501
13,Monday,park,18.289377232919925,4,17.8890699118334,19.10018604004151,68.84633171491501
14,Tuesday,residential,47.02489856599762,3,36.06567997156583,26.422950348243088,81.47193066754267
8,Sunday,transport,87.20297348428667,2,39.82412504548306,1.047408438096522,104.04131124654252
14,Saturday,residential,22.504039904419937,3,24.15870461771663,24.863751159005872,72.54499321139873
16,Monday,park,47.67952239003832,1,26.341746174177437,12.317982650693235,65.931090001233
23,Tuesday,industrial,13.258218018117917,1,32.79167942464197,19.739237257956354,69.04254723302816
3,Monday,residential,39.50763253881926,2,38.42882515814415,11.172136896766618,58.92671779505823
11,Monday,residential,17.71354547930025,3,37.35234433890963,20.865487690424818,71.90275180049595
4,Tuesday,transport,36.3627748771157,2,16.439795718746215,7.628847436730974,72.20487224179712
4,Tuesday,transport,37.346421679272204,0,19.226795063919127,0.6579162730618882,67.99422924371886
10,Monday,residential,99.31707895983327,2,33.8649299639448,28.433625443638604,89.34543233808982
5,Sunday,residential,99.48130293037723,2,32.22232770081118,0.4910329212024833,77.93049033524274
6,Friday,transport,11.478627866061242,1,18.330464851003082,24.722978689005213,57.66466902190622
23,Tuesday,park,72.59687793283473,1,27.55161455003919,5.074127799674214,58.775072667111914
13,Saturday,commercial,5.174547966910115,3,34.52036577713239,11.766606858060836,73.46033018959027
23,Wednesday,commercial,3.0192015337188627,2,20.46951705656734,24.674771295181674,67.4233746707504
10,Thursday,residential,10.53338942449643,2,36.78219089336666,6.17796450937036,66.11641735989436
12,Monday,transport,96.5485657007934,3,16.3242943705092,25.971228165751075,104.71314117625685
1,Monday,industrial,94.08635478946974,4,34.55487712670185,14.932768173057042,96.12271610898222
